"plant_species","plant_species_code","animal_species","animal_species_code","frequency"
"Disterigma_alaternoides","P11","Tangara_vassorii","B21",0
"Disterigma_alaternoides","P11","Thraupis_bonariensis","B22",0
"Disterigma_alaternoides","P11","Thraupis_cyanocephala","B23",0
"Disterigma_alaternoides","P11","Trogon_personatus","B24",0
"Disterigma_alaternoides","P11","Turdus_fuscater","B25",0
"Disterigma_alaternoides","P11","Turdus_serranus","B26",0
"Disterigma_ovatum","P12","Ampelion_rubrocristatus","B01",0
"Disterigma_ovatum","P12","Andigena_hypoglauca","B02",0
"Disterigma_ovatum","P12","Anisognathus_igniventris","B03",1
"Disterigma_ovatum","P12","Aulacorhynchus_coeruleicinctis","B04",0
"Disterigma_ovatum","P12","Buthraupis_montana","B05",0
"Disterigma_ovatum","P12","Cacicus_chrysonotus","B06",0
"Disterigma_ovatum","P12","Chlorornis_riefferii","B07",0
"Disterigma_ovatum","P12","Diglossa_brunneiventris","B08",0
"Disterigma_ovatum","P12","Diglossa_cyanea","B09",0
"Disterigma_ovatum","P12","Diglossa_mystacalis","B10",0
"Disterigma_ovatum","P12","Diglossa_sittoides","B11",0
"Disterigma_ovatum","P12","Elaenia_albiceps","B12",0
"Disterigma_ovatum","P12","Elaenia_pallatangae","B13",0
"Disterigma_ovatum","P12","Iridosornis_jelskii","B14",0
"Disterigma_ovatum","P12","Mionectes_striaticollis","B15",0
"Disterigma_ovatum","P12","Patagioenas_fasciata","B16",0
"Disterigma_ovatum","P12","Penelope_montagnii","B17",0
"Disterigma_ovatum","P12","Pipreola_arcuata","B18",0
"Disterigma_ovatum","P12","Pipreola_intermedia","B19",0
"Disterigma_ovatum","P12","Tangara_nigroviridis","B20",0
"Disterigma_ovatum","P12","Tangara_vassorii","B21",0
"Disterigma_ovatum","P12","Thraupis_bonariensis","B22",0
"Disterigma_ovatum","P12","Thraupis_cyanocephala","B23",0
"Disterigma_ovatum","P12","Trogon_personatus","B24",0
"Disterigma_ovatum","P12","Turdus_fuscater","B25",0
"Disterigma_ovatum","P12","Turdus_serranus","B26",0
"Freziera_karsteniana","P13","Ampelion_rubrocristatus","B01",0
"Freziera_karsteniana","P13","Andigena_hypoglauca","B02",0
"Freziera_karsteniana","P13","Anisognathus_igniventris","B03",1
"Freziera_karsteniana","P13","Aulacorhynchus_coeruleicinctis","B04",0
"Freziera_karsteniana","P13","Buthraupis_montana","B05",0
"Freziera_karsteniana","P13","Cacicus_chrysonotus","B06",0
"Freziera_karsteniana","P13","Chlorornis_riefferii","B07",0
"Freziera_karsteniana","P13","Diglossa_brunneiventris","B08",0
"Freziera_karsteniana","P13","Diglossa_cyanea","B09",0
"Freziera_karsteniana","P13","Diglossa_mystacalis","B10",0
"Freziera_karsteniana","P13","Diglossa_sittoides","B11",0
"Freziera_karsteniana","P13","Elaenia_albiceps","B12",0
"Freziera_karsteniana","P13","Elaenia_pallatangae","B13",0
"Freziera_karsteniana","P13","Iridosornis_jelskii","B14",0
"Freziera_karsteniana","P13","Mionectes_striaticollis","B15",0
"Freziera_karsteniana","P13","Patagioenas_fasciata","B16",0
"Freziera_karsteniana","P13","Penelope_montagnii","B17",0
"Freziera_karsteniana","P13","Pipreola_arcuata","B18",1
"Freziera_karsteniana","P13","Pipreola_intermedia","B19",0
"Freziera_karsteniana","P13","Tangara_nigroviridis","B20",0
"Freziera_karsteniana","P13","Tangara_vassorii","B21",0
"Freziera_karsteniana","P13","Thraupis_bonariensis","B22",0
"Freziera_karsteniana","P13","Thraupis_cyanocephala","B23",1
"Freziera_karsteniana","P13","Trogon_personatus","B24",0
"Freziera_karsteniana","P13","Turdus_fuscater","B25",0
"Freziera_karsteniana","P13","Turdus_serranus","B26",1
"Freziera_reticulata","P14","Ampelion_rubrocristatus","B01",0
"Freziera_reticulata","P14","Andigena_hypoglauca","B02",0
"Freziera_reticulata","P14","Anisognathus_igniventris","B03",0
"Freziera_reticulata","P14","Aulacorhynchus_coeruleicinctis","B04",0
"Freziera_reticulata","P14","Buthraupis_montana","B05",0
"Freziera_reticulata","P14","Cacicus_chrysonotus","B06",0
"Freziera_reticulata","P14","Chlorornis_riefferii","B07",0
"Freziera_reticulata","P14","Diglossa_brunneiventris","B08",0
"Freziera_reticulata","P14","Diglossa_cyanea","B09",0
"Freziera_reticulata","P14","Diglossa_mystacalis","B10",0
"Freziera_reticulata","P14","Diglossa_sittoides","B11",0
"Freziera_reticulata","P14","Elaenia_albiceps","B12",0
"Freziera_reticulata","P14","Elaenia_pallatangae","B13",0
"Freziera_reticulata","P14","Iridosornis_jelskii","B14",0
"Freziera_reticulata","P14","Mionectes_striaticollis","B15",0
"Freziera_reticulata","P14","Patagioenas_fasciata","B16",0
"Freziera_reticulata","P14","Penelope_montagnii","B17",0
"Freziera_reticulata","P14","Pipreola_arcuata","B18",1
"Freziera_reticulata","P14","Pipreola_intermedia","B19",0
"Freziera_reticulata","P14","Tangara_nigroviridis","B20",0
"Freziera_reticulata","P14","Tangara_vassorii","B21",0
"Freziera_reticulata","P14","Thraupis_bonariensis","B22",0
"Freziera_reticulata","P14","Thraupis_cyanocephala","B23",0
"Freziera_reticulata","P14","Trogon_personatus","B24",0
"Freziera_reticulata","P14","Turdus_fuscater","B25",0
"Freziera_reticulata","P14","Turdus_serranus","B26",0
"Freziera_uncinata","P15","Ampelion_rubrocristatus","B01",0
"Freziera_uncinata","P15","Andigena_hypoglauca","B02",0
